Percentile,1.5,2,3
0,4.255319149,4.728132388,7.092198582
25,-3.546099291,-5.673758865,-11.11111111
50,-11.34751773,-16.78486998,-27.89598109
75,-15.8392435,-22.69503546,-35.69739953
100,-31.678487,-44.91725768,-66.19385343
